image,label
19770,3
19771,4
19772,3
19773,5
19774,2
19775,3
19776,3
19778,5
19779,1
19780,6
19781,3
19782,6
19783,2
19784,1
19785,4
19786,3
19787,5
19788,6
19789,3
19790,3
19792,1
19793,3
19795,4
19796,3
19798,1
19799,6
19800,2
19803,3
19804,6
19805,6
19806,3
19807,5
19808,6
19809,4
19810,3
19811,2
19812,4
19813,1
19814,3
19815,3
19816,3
19817,1
19818,5
19819,6
19820,3
19821,3
19822,3
19823,3
19824,5
19825,5
19826,1
19827,1
19828,6
19829,5
19830,4
19831,2
19832,3
19833,3
19834,3
19835,1
19836,6
19837,1
19838,6
19839,1
19840,3
19841,2
19842,6
19843,4
19844,1
19846,5
19847,3
19848,3
19849,3
19850,5
19851,4
19852,3
19853,1
19854,5
19855,3
19856,3
19857,6
19858,3
19859,1
19860,3
19861,3
19863,3
19864,6
19865,3
19866,6
19867,3
19869,5
19870,5
19871,5
19872,3
19873,6
19874,2
19875,3
19876,6
19877,1
19878,6
19879,1
19880,5
19881,3
19882,3
19883,4
19884,6
19885,1
19886,3
19887,6
19888,3
19889,4
19890,6
19891,6
19892,6
19893,1
19894,3
19895,3
19896,3
19897,4
19898,4
19901,5
19902,6
19903,5
19904,6
19907,3
19908,3
19909,1
19910,3
19911,6
19912,3
19913,6
19914,3
19915,6
19916,6
19917,3
19918,3
19919,6
19920,3
19921,5
19922,2
19923,3
19924,3
19925,6
19926,3
19927,6
19928,2
19929,3
19930,3
19931,2
19932,4
19933,3
19934,3
19935,4
19936,3
19937,6
19940,1
19941,5
19943,1
19944,1
19945,6
19946,3
19947,3
19948,5
19949,4
19950,3
19951,4
19952,4
19953,6
19954,4
19955,6
19956,6
19957,6
19958,3
19959,5
19960,2
19961,3
19962,4
19963,3
19965,3
19966,3
19967,4
19968,6
19969,2
19970,5
19971,3
19972,6
19973,3
19974,6
19975,3
19976,6
19977,1
19978,4
19979,4
19980,3
19981,4
19982,3
19983,4
19984,4
19985,6
19986,1
19987,3
19988,1
19990,1
19991,4
19992,1
19993,6
19994,6
19995,1
19996,4
19997,6
19999,3
20000,3
20001,3
20002,1
20003,5
20004,5
20005,5
20006,3
20007,5
20008,1
20009,3
20010,3
20012,3
20013,1
20014,2
20016,4
20017,1
20018,6
20019,1
20020,3
20021,5
20022,5
20023,3
20024,3
20025,2
20026,4
20027,3
20029,3
20030,2
20031,6
20032,3
20033,3
20034,4
20035,6
20036,3
20037,6
20038,5
20039,3
20043,3
20044,1
20045,4
20046,1
20047,4
20049,3
20050,3
20051,6
20052,3
20053,3
20054,3
20055,3
20056,5
20057,1
20058,1
20059,3
20060,3
20061,5
20062,3
20063,4
20064,4
20066,6
20067,4
20069,6
20070,1
20072,3
20073,5
20074,6
20075,3
20076,3
20077,6
20078,3
20079,3
20080,4
20081,6
20082,6
20083,6
20084,4
20085,4
20086,6
20087,3
20090,6
20092,3
20093,6
20094,1
20096,1
20097,3
20098,1
20099,3
20100,3
20101,1
20102,3
20103,6
20104,3
20105,1
20106,2
20107,2
20108,3
20109,6
20110,5
20111,6
20112,3
20113,1
20114,3
20115,2
20116,3
20117,3
20118,6
20119,3
20121,6
20122,2
20123,3
20124,1
20125,3
20126,3
20127,4
20129,3
20130,4
20131,6
20132,3
20133,3
20134,4
20135,3
20136,1
20137,6
20138,3
20139,3
20140,5
20141,6
20142,1
20143,3
20145,3
20146,3
20147,5
20148,4
20149,3
20150,3
20151,3
20152,1
20153,3
20154,4
20155,1
20156,1
20157,1
20158,4
20159,6
20160,3
20161,3
20162,3
20163,3
20164,5
20165,6
20166,3
20167,6
20168,1
20169,4
20170,3
20171,2
20172,6
20173,5
20174,6
20175,3
20176,2
20177,6
20178,2
20179,3
20180,4
20182,6
20184,1
20185,1
20186,3
20189,4
20190,6
20192,6
20193,4
20194,3
20197,6
20198,6
20200,3
20201,5
20203,6
20204,3
20207,4
20208,5
20209,1
20210,6
20211,3
20212,3
20214,1
20215,3
20216,3
20217,4
20219,3
20220,3
20221,4
20222,4
20223,4
20224,1
20226,4
20227,3
20228,4
20229,3
20230,6
20231,1
20232,3
20233,5
20234,6
20235,2
20236,4
20238,6
20239,5
20240,4
20241,1
20242,3
20243,5
20244,1
20245,1
20247,1
20248,2
20250,4
20251,4
20252,1
20253,6
20254,5
20255,1
20256,1
20257,3
20258,3
20260,6
20261,3
20262,1
20263,4
20264,5
20265,4
20266,1
20267,3
20268,4
20269,4
20270,5
20271,3
20272,6
20273,2
20274,1
20275,1
20277,6
20279,3
20280,4
20281,3
20282,3
20284,5
20285,6
20286,3
20287,4
20288,3
20289,1
20290,3
20293,3
20294,1
20295,4
20296,1
20297,6
20299,3
20300,4
20301,3
20302,6
20303,1
20304,5
20305,1
20306,4
20307,3
20308,3
20309,3
20310,5
20311,6
20312,6
20313,5
20314,5
20315,6
20316,4
20317,6
20318,1
20319,3
20320,1
20321,3
20322,6
20323,6
20324,1
20325,4
20327,5
20329,1
20330,3
20331,5
20332,3
20333,4
20334,1
20335,6
20336,1
20337,6
20338,4
20339,4
20340,5
20341,3
20342,5
20343,6
20344,1
20345,4
20346,3
20347,3
20348,1
20349,3
20350,1
20351,4
20352,6
20353,3
20354,1
20355,3
20356,3
20357,3
20358,4
20361,1
20362,1
20365,4
20366,6
20367,3
20368,6
20369,6
20370,1
20371,1
20372,1
20373,5
20374,3
20375,2
20376,3
20377,5
20378,3
20379,5
20380,4
20381,1
20382,4
20383,3
20385,3
20386,3
20387,4
20388,6
20389,3
20390,4
20391,6
20392,3
20393,1
20394,5
20395,4
20396,3
20397,3
20398,4
20399,5
20400,3
20401,1
20402,5
20403,5
20406,4
20407,6
20408,1
20410,4
20411,1
20412,5
20413,3
20414,3
20415,3
20416,4
20417,3
20418,6
20419,1
20420,6
20421,4
20424,3
20425,6
20426,5
20427,5
20428,5
20429,3
20432,2
20433,3
20434,6
20435,4
20436,2
20437,3
20438,6
20439,6
20440,2
20441,4
20444,2
20445,3
20446,5
20447,1
20448,4
20449,3
20450,3
20451,3
20453,1
20454,3
20455,4
20456,1
20458,1
20459,4
20460,2
20461,1
20462,3
20463,3
20464,4
20465,6
20466,2
20467,3
20468,1
20469,3
20470,3
20472,5
20473,3
20474,3
20475,1
20476,1
20477,6
20478,2
20479,3
20480,3
20481,5
20483,4
20484,3
20485,3
20486,4
20487,1
20488,3
20489,3
20490,4
20491,1
20492,6
20493,4
20494,3
20496,6
20497,6
20498,1
20499,3
20500,6
20501,2
20503,4
20504,4
20505,3
20506,3
20507,5
20508,5
20509,1
20510,1
20511,4
20512,3
20514,6
20515,6
20516,3
20517,3
20518,3
20519,1
20520,6
20521,4
20522,1
20525,4
20526,4
20527,3
20528,3
20529,3
20530,1
20531,4
20532,3
20533,3
20534,1
20535,4
20536,4
20537,3
20538,3
20539,3
20540,1
20541,1
20542,6
20543,4
20544,1
20545,6
20546,1
20547,3
20548,5
20549,3
20550,6
20551,3
20552,1
20553,3
20554,6
20555,3
20556,6
20557,3
20558,4
20559,3
20560,6
20561,3
20562,3
20564,4
20565,3
20566,2
20567,3
20568,2
20569,5
20571,3
20572,5
20573,3
20574,3
20575,3
20576,3
20577,3
20578,2
20579,3
20580,3
20581,1
20582,3
20583,3
20584,6
20585,4
20586,3
20587,4
20588,4
20590,4
20591,4
20592,1
20593,3
20594,3
20595,3
20596,1
20597,4
20598,1
20599,6
20600,6
20601,3
20602,5
20603,1
20604,6
20605,5
20606,1
20607,3
20608,6
20611,3
20612,3
20613,3
20614,5
20615,3
20616,1
20617,3
20618,3
20619,6
20620,1
20621,4
20622,2
20623,3
20625,3
20626,1
20628,4
20630,6
20631,1
20632,3
20633,3
20634,6
20635,1
20636,6
20637,3
20639,1
20640,3
20641,5
20642,3
20644,6
20645,5
20646,6
20647,3
20648,3
20649,3
20650,1
20651,6
20652,4
20653,1
20654,4
20655,6
20656,3
20657,4
20658,1
20659,3
20660,3
20661,6
20662,4
20663,3
20665,5
20666,3
20667,6
20668,5
20669,6
20670,3
20671,1
20672,3
20673,3
20674,1
20675,5
20676,6
20677,6
20679,1
20680,6
20681,4
20682,3
20683,1
20684,3
20685,3
20686,3
20688,4
20689,3
20690,3
20691,3
20692,4
20694,4
20696,6
20697,3
20698,3
20699,3
20700,4
20701,3
20702,3
20703,4
20704,5
20705,3
20706,6
20707,1
20709,4
20710,4
20711,2
20712,3
20713,3
20715,1
20719,6
20720,6
20722,3
20723,5
20724,6
20725,5
20726,4
20728,5
20729,6
20730,3
20731,4
20732,1
20734,3
20736,3
20737,3
20738,4
20739,3
20740,6
20741,3
20742,6
20743,5
20744,1
20745,3
20746,4
20747,3
20748,3
20750,6
20751,6
20752,3
20753,6
20754,3
20755,1
20756,4
20757,4
20758,4
20759,4
20760,4
20761,4
20762,1
20763,2
20764,3
20766,2
20768,1
20769,4
20770,4
20771,4
20772,3
20773,5
20774,6
20775,3
20776,6
20777,3
20778,5
20780,3
20781,4
20783,3
20784,3
20785,1
20786,3
20787,3
20788,2
20789,2
20790,4
20791,6
20792,6
20794,3
20795,5
20796,3
20797,3
20798,1
20799,3
20800,1
20801,1
20802,6
20803,6
20804,3
20805,6
20806,3
20808,6
20809,6
20810,3
20811,3
20812,3
20813,6
20814,1
20815,5
20816,3
20817,3
20818,6
20819,4
20820,2
20821,4
20822,5
20823,5
20825,3
20826,6
20827,1
20828,3
20829,6
20830,3
20831,3
20832,5
20833,6
20834,3
20835,4
20836,3
20838,6
20839,5
20840,3
20841,3
20842,3
20843,3
20845,3
20846,6
20847,6
20848,3
20849,4
20850,5
20851,4
20852,1
20853,1
20854,3
20855,6
20856,1
20857,3
20858,6
20859,3
20860,4
20861,3
20862,1
20864,3
20865,1
20866,6
20867,3
20868,1
20869,2
20870,6
20871,4
20872,1
20873,3
20874,4
20875,1
20876,6
20877,2
20878,3
20879,3
20880,3
20881,4
20882,6
20883,5
20884,2
20885,3
20886,4
20887,6
20888,6
20889,3
20890,5
20891,3
20892,3
20893,1
20894,5
20895,4
20896,1
20897,4
20898,4
20899,3
20900,6
20901,5
20902,5
20903,3
20904,3
20905,3
20908,4
20909,6
20910,5
20911,6
20912,3
20913,3
20914,6
20915,4
20916,3
20917,4
20918,6
20919,3
20920,1
20921,6
20922,1
20923,5
20924,4
20925,4
20926,6
20927,1
20928,6
20929,4
20930,3
20931,1
20932,4
20933,3
20934,3
20935,4
20936,3
20937,4
20938,1
20939,4
20940,4
20941,4
20942,1
20943,3
20944,3
20945,1
20947,4
20948,3
20949,3
20951,2
20952,3
20953,3
20954,3
20955,3
20956,3
20957,1
20958,3
20959,3
20960,3
20961,1
20962,6
20964,4
20966,3
20967,6
20969,5
20970,3
20971,4
20972,5
20973,2
20974,3
20975,4
20976,4
20977,6
20979,6
20980,3
20981,5
20982,5
20983,3
20984,5
20985,2
20986,2
20987,2
20988,6
20989,3
20991,4
20992,2
20993,5
20994,3
20995,3
20996,3
20997,1
20998,2
20999,6
21000,5
21001,6
21002,3
21003,3
21004,3
21005,3
21006,4
21007,3
21008,4
21009,3
21010,1
21012,5
21013,3
21014,6
21015,3
21016,3
21017,5
21018,3
21019,6
21020,6
21021,4
21022,2
21023,3
21024,6
21026,3
21027,3
21029,1
21030,4
21031,1
21032,5
21033,6
21034,6
21035,6
21036,6
21039,1
21040,3
21041,5
21042,1
21043,4
21044,3
21045,3
21046,5
21047,6
21048,1
21049,6
21050,1
21051,5
21052,4
21053,3
21054,3
21055,1
21056,4
21057,1
21058,4
21059,3
21060,3
21061,5
21062,6
21063,6
21064,3
21065,6
21066,6
21069,3
21070,5
21071,1
21072,3
21073,1
21074,6
21075,5
21077,4
21078,6
21079,5
21080,3
21081,6
21082,3
21084,3
21085,3
21086,3
21087,3
21088,4
21089,4
21090,5
21091,3
21092,6
21093,4
21094,6
21095,3
21096,2
21097,6
21098,2
21099,3
21101,1
21102,6
21103,3
21104,1
21105,1
21106,4
21108,6
21109,4
21110,3
21111,6
21112,3
21113,6
21114,3
21115,3
21116,2
21117,3
21118,3
21119,4
21121,6
21122,3
21123,3
21124,3
21125,4
21126,3
21127,2
21128,3
21129,4
21130,6
21131,3
21132,5
21133,4
21134,6
21135,6
21136,3
21137,1
21138,6
21139,3
21140,1
21141,1
21143,3
21144,3
21146,5
21147,2
21148,6
21149,2
21150,3
21151,6
21152,5
21153,3
21154,2
21155,6
21156,1
21157,1
21158,4
21159,3
21160,3
21161,3
21162,5
21163,1
21164,1
21165,3
21166,3
21168,6
21169,6
21170,3
21173,3
21175,1
21176,3
21177,6
21178,4
21179,1
21180,4
21181,2
21182,3
21183,1
21184,2
21185,3
21186,2
21187,5
21188,5
21189,5
21190,1
21191,3
21192,3
21193,3
21194,3
21195,3
21196,5
21197,3
21198,5
21199,3
21200,5
21201,5
21202,5
21203,3
21204,3
21205,6
21206,1
21207,3
21208,5
21209,6
21210,3
21211,3
21212,6
21213,3
21214,3
21216,4
21217,3
21218,3
21219,3
21220,4
21221,3
21222,6
21223,3
21224,3
21225,3
21226,3
21227,4
21228,3
21229,1
21230,2
21231,1
21233,3
21234,1
21235,3
21236,4
21237,3
21238,4
21239,3
21240,6
21241,5
21242,4
21243,6
21244,3
21245,6
21246,5
21247,1
21248,3
21249,1
21252,3
21255,4
21256,3
21257,4
21258,5
21259,6
21261,2
21263,3
21264,5
21266,4
21267,1
21268,2
21269,3
21270,4
21271,5
21272,3
21273,3
21274,6
21275,5
21276,2
21277,1
21278,1
21279,3
21280,3
21281,4
21282,4
21283,1
21284,3
21285,3
21286,3
21287,4
21288,6
21289,4
21290,6
21291,4
21292,3
21293,3
21294,2
21295,6
21296,4
21297,3
21299,4
21300,6
21301,3
21302,3
21303,4
21304,3
21305,3
21306,5
21307,3
21308,4
21309,2
21310,3
21311,3
21312,5
21314,1
21315,1
21316,3
21317,3
21318,4
21319,2
21320,4
21321,3
21322,3
21324,3
21325,3
21326,3
21327,1
21328,4
21329,4
21330,1
21331,6
21332,3
21333,1
21334,3
21336,3
21337,2
21339,6
21340,3
21341,1
21342,4
21343,5
21344,4
21346,3
21350,3
21351,5
21352,6
21353,6
21354,3
21355,6
21356,6
21357,3
21358,1
21359,1
21360,2
21362,3
21363,5
21364,3
21365,3
21366,1
21367,5
21368,3
21369,3
21370,6
21371,4
21372,6
21373,3
21374,6
21375,4
21376,5
21377,3
21378,3
21380,3
21381,6
21382,1
21383,2
21384,3
21385,3
21386,3
21387,3
21389,3
21390,1
21391,5
21392,3
21393,6
21395,1
21396,4
21397,6
21398,5
21399,1
21400,5
21401,3
21402,3
21403,3
21404,4
21406,1
21407,4
21408,4
21409,4
21410,3
21411,4
21412,1
21413,1
21414,3
21415,3
21416,6
21417,3
21418,4
21420,1
21421,6
21422,6
21423,1
21424,4
21425,1
21426,3
21427,3
21428,1
21429,1
21430,5
21431,1
21432,5
21433,3
21434,3
21435,4
21436,6
21437,3
21438,3
21439,6
21441,3
21442,1
21443,3
21444,4
21445,6
21446,3
21447,4
21448,4
21449,6
21450,2
21451,5
21452,3
21453,1
21454,1
21455,3
21456,5
21457,3
21458,5
21459,1
21460,2
21461,4
21462,6
21463,3
21464,4
21465,3
21466,3
21467,1
21468,1
21470,1
21471,6
21472,5
21473,1
21474,3
21475,3
21476,6
21477,3
21478,6
21479,2
21480,3
21481,5
21482,4
21483,1
21484,6
21485,1
21486,5
21487,1
21488,6
21489,3
21490,1
21491,4
21492,3
21493,3
21494,5
21495,3
21496,3
21497,5
21498,3
21499,4
21500,4
21501,3
21502,2
21503,1
21504,4
21505,6
21507,4
21508,3
21509,3
21510,6
21511,3
21512,3
21513,6
21514,5
21515,4
21516,1
21517,3
21518,4
21519,1
21520,1
21521,4
21522,3
21523,3
21524,6
21525,3
21526,3
21527,3
21528,6
21529,3
21530,4
21531,3
21532,5
21533,3
21534,3
21535,2
21536,1
21538,2
21539,4
21540,2
21541,6
21542,3
21543,6
21544,3
21545,3
21546,3
21547,1
21548,3
21549,3
21550,1
21551,1
21553,4
21554,6
21555,5
21556,5
21557,6
21558,1
21559,6
21560,3
21561,1
21562,3
21563,3
21564,3
21565,2
21566,3
21567,5
21568,6
21569,1
21570,4
21572,6
21573,3
21574,6
21575,3
21576,6
21577,6
21578,3
21579,5
21580,2
21581,4
21582,1
21583,3
21584,1
21586,2
21588,6
21589,1
21590,3
21591,6
21592,1
21593,2
21594,5
21595,6
21596,2
21598,4
21599,6
21600,4
21601,6
21602,5
21603,3
21604,4
21605,4
21606,6
21607,1
21608,5
21609,1
21610,5
21611,1
21612,1
21613,4
21614,4
21616,3
21617,1
21618,4
21619,3
21620,5
21621,1
21623,5
21624,6
21625,2
21626,2
21627,6
21628,2
21629,5
21630,6
21631,3
21632,6
21633,1
21634,3
21635,6
21636,1
21637,4
21639,4
21640,3
21641,1
21642,5
21644,6
21645,1
21646,6
21647,6
21648,4
21649,6
21650,6
21651,1
21652,1
21653,5
21654,6
21656,3
21657,3
21658,3
21659,3
21660,3
21661,3
21662,5
21663,4
21664,5
21665,6
21666,3
21667,3
21668,3
21669,4
21671,5
21672,4
21673,4
21674,3
21675,6
21676,1
21677,3
21678,3
21679,1
21680,1
21681,5
21683,5
21684,5
21685,1
21686,1
21687,6
21688,1
21689,1
21690,3
21691,1
21692,1
21693,3
21694,1
21695,4
21696,6
21697,5
21698,6
21699,3
21700,6
21701,4
21702,3
21703,1
21704,4
21705,3
21706,2
21707,4
21708,3
21709,6
21710,3
21711,2
21712,6
21713,3
21714,1
21715,1
21716,5
21717,3
21718,1
21719,3
21720,1
21721,3
21722,3
21723,3
21724,3
21725,3
21726,3
21727,6
21728,3
21729,3
21731,5
21732,6
21733,3
21734,1
21735,3
21736,3
21737,3
21738,3
21739,4
21740,5
21741,3
21742,1
21743,3
21744,6
21745,6
21746,3
21747,4
21748,4
21749,4
21750,3
21751,5
21752,4
21753,4
21754,1
21755,1
21756,1
21757,3
21758,5
21759,6
21760,6
21761,4
21762,5
21763,1
21764,2
21765,4
21766,5
21767,5
21768,1
21769,5
21770,3
21771,6
21772,1
21773,5
21774,3
21775,3
21776,6
21777,6
21778,3
21779,5
21780,4
21781,6
21782,6
21783,3
21784,2
21786,5
21787,6
21788,6
21789,3
21790,3
21791,3
21792,3
21793,4
21794,3
21795,4
21796,4
21798,3
21799,4
21800,3
21802,3
21803,3
21805,3
21806,1
21807,3
21808,3
21809,5
21810,4
21812,4
21814,5
21815,6
21816,1
21817,4
21818,4
21819,6
21820,3
21821,5
21823,3
21824,5
21825,5
21826,1
21827,4
21828,1
21829,1
21831,3
21832,4
21833,5
21834,3
21835,5
21836,3
21837,3
21838,3
21839,1
21840,5
21841,6
21842,6
21843,3
21844,3
21845,3
21846,6
21847,4
21848,4
21850,4
21851,1
21852,6
21853,5
21854,6
21855,6
21856,4
21857,1
21858,3
21859,6
21860,4
21861,4
21862,6
21863,5
21864,3
21865,3
21866,5
21868,4
21869,3
21870,4
21871,2
21872,3
21875,1
21876,5
21877,3
21878,3
21879,5
21881,6
21882,5
21883,2
21884,1
21885,6
21887,3
21888,5
21889,3
21890,6
21891,3
21892,3
21893,3
21894,3
21895,3
21896,3
21897,4
21898,2
21900,6
21901,5
21902,3
21903,3
21904,3
21905,3
21906,6
21907,1
21908,1
21909,1
21910,3
21911,3
21912,3
21913,6
21915,1
21916,4
21917,3
21918,6
21919,2
21920,6
21921,6
21923,3
21924,3
21925,6
21926,3
21927,4
21928,1
21929,3
21930,4
21931,1
21932,4
21933,4
21934,3
21935,3
21936,4
21937,1
21938,1
21939,6
21940,2
21941,4
21942,3
21943,3
21944,3
21945,2
21946,4
21947,6
21948,2
21949,6
21950,6
21951,3
21954,5
21955,2
21956,4
21957,3
21958,6
21959,2
21960,3
21961,3
21962,1
21963,4
21964,1
21965,1
21966,4
21967,3
21968,6
21969,1
21970,3
21971,3
21973,6
21974,1
21975,3
21976,3
21977,5
21978,3
21980,4
21981,3
21982,3
21983,3
21985,5
21986,4
21987,3
21988,6
21989,1
21990,6
21991,3
21992,2
21993,1
21994,6
21995,3
21996,3
21997,3
21998,5
21999,3
22000,3
22001,4
22002,6
22003,3
22005,3
22007,4
22009,3
22011,6
22012,3
22013,4
22014,5
22015,1
22016,6
22017,6
22018,5
22019,4
22020,6
22021,1
22022,3
22023,3
22024,2
22025,6
22027,6
22028,3
22029,3
22030,6
22031,6
22032,2
22033,6
22034,6
22035,3
22037,5
22038,4
22039,5
22040,5
22041,1
22043,1
22044,6
22045,4
22046,1
22047,3
22048,1
22049,5
22050,1
22051,3
22052,3
22053,4
22054,3
22055,6
22056,6
22057,3
22058,1
22059,6
22061,3
22062,3
22063,6
22064,3
22065,3
22066,1
22068,3
22070,3
22071,2
22072,3
22073,3
22074,6
22075,3
22076,3
22077,5
22078,3
22079,3
22080,1
22081,6
22082,4
22083,1
22084,4
22085,3
22087,6
22088,6
22089,3
22091,4
22092,1
22093,2
22094,3
22097,4
22099,2
22100,3
22102,6
22103,1
22104,4
22105,1
22106,2
22107,2
22108,2
22109,3
22110,3
22111,6
22112,6
22113,5
22114,3
22115,3
22116,1
22117,4
22118,4
22119,6
22120,3
22121,4
22122,3
22123,3
22124,4
22125,3
22126,3
22127,3
22128,3
22129,4
22130,6
22131,3
22132,6
22133,3
22134,1
22135,4
22136,3
22137,3
22138,5
22140,3
22141,3
22142,1
22143,3
22144,2
22145,4
22146,4
22147,3
22148,3
22149,3
22150,3
22151,3
22152,1
22153,3
22154,3
22155,2
22156,3
22157,3
22158,3
22159,4
22160,4
22161,3
22162,3
22163,3
22164,1
22165,6
22166,1
22167,4
22168,4
22169,3
22170,1
22171,4
22172,6
22173,5
22174,3
22175,6
22176,2
22177,6
22178,4
22179,5
22180,3
22181,4
22182,3
22183,3
22184,4
22185,3
22188,3
22189,1
22190,3
22191,1
22192,3
22193,6
22194,6
22195,6
22196,5
22197,1
22198,3
22199,1
22202,2
22203,3
22204,5
22205,1
22208,6
22210,5
22211,5
22212,4
22213,3
22214,6
22215,5
22216,4
22218,3
22219,3
22221,3
22222,5
22223,3
22224,3
22226,6
22227,1
22229,4
22230,1
22231,5
22232,3
22233,5
22234,5
22235,3
22236,3
22237,5
22238,2
22239,3
22240,1
22241,4
22242,1
22243,4
22244,3
22245,2
22246,6
22247,3
22248,6
22249,3
22250,3
22251,3
22252,3
22253,3
22254,3
22255,4
22256,6
22257,6
22258,3
22259,2
22260,1
22261,3
22263,3
22264,3
22266,3
22267,6
22268,4
22269,5
22270,3
22271,2
22272,1
22273,3
22274,6
22275,1
22276,6
22277,1
22278,6
22279,3
22280,5
22281,2
22282,3
22283,6
22284,6
22286,3
22288,1
22289,2
22290,4
22291,4
22292,3
22293,1
22294,4
22295,3
22296,3
22297,3
22298,3
22299,6
22300,3
22301,3
22302,4
22303,3
22304,6
22305,2
22306,5
22308,3
22309,3
22310,6
22311,6
22312,4
22313,3
22314,3
22316,1
22317,3
22318,4
22319,4
22320,5
22321,6
22322,5
22323,4
22325,3
22326,6
22327,3
22328,3
22329,3
22330,3
22331,3
22332,4
22333,4
22334,6
22335,6
22336,6
22337,5
22338,1
22339,4
22340,3
22341,6
22342,4
22343,6
22344,6
22345,6
22346,1
22347,3
22348,4
22349,1
22350,6
22351,4
22353,3
22354,3
22355,1
22356,1
22357,3
22358,3
22359,3
22360,3
22361,2
22362,4
22363,4
22364,2
22365,6
22366,3
22367,6
22368,5
22369,1
22370,6
22371,2
22372,2
22373,4
22374,3
22375,4
22376,3
22377,6
22378,1
22379,5
22380,5
22381,2
22382,5
22383,4
22384,3
22385,3
22386,4
22387,6
22388,3
22389,4
22390,3
22391,3
22392,4
22393,5
22394,3
22395,5
22396,3
22397,3
22398,2
22399,4
22400,3
22401,3
22402,4
22403,1
22404,3
22405,4
22406,6
22408,6
22409,5
22410,5
22411,1
22412,3
22413,5
22414,1
22416,1
22417,5
22418,3
22419,6
22420,6
22421,5
22422,3
22423,6
22424,6
22426,3
22427,4
22428,3
22429,2
22430,5
22431,4
22432,5
22434,6
22435,6
22436,3
22437,3
22438,4
22439,3
22440,3
22442,4
22444,2
22445,3
22446,1
22447,1
22448,1
22449,3
22450,6
22451,3
22452,3
22453,2
22455,3
22456,4
22457,5
22458,6
22459,6
22460,2
22461,3
22462,3
22463,6
22464,4
22466,4
22467,4
22468,3
22469,3
22470,2
22471,1
22472,5
22473,6
22474,3
22475,5
22476,4
22477,4
22478,4
22479,5
22481,3
22482,3
22484,3
22485,5
22486,4
22487,3
22488,3
22489,6
22490,1
22491,1
22492,6
22493,3
22494,2
22495,3
22496,3
22498,6
22499,2
22500,1
22501,6
22503,4
22504,1
22505,3
22506,5
22507,2
22508,4
22510,3
22511,3
22512,3
22513,3
22515,1
22516,2
22517,3
22518,3
22519,6
22520,3
22521,3
22523,1
22524,6
22525,3
22526,3
22527,1
22528,2
22529,3
22530,1
22531,4
22532,4
22533,3
22534,4
22535,1
22536,3
22537,4
22538,4
22539,3
22540,1
22541,2
22542,1
22543,6
22544,6
22545,5
22546,2
22547,3
22548,3
22549,6
22550,3
22551,3
22552,1
22553,3
22554,3
22555,1
22556,3
22557,3
22558,4
22559,2
22560,5
22561,6
22562,6
22563,3
22564,4
22565,6
22566,3
22567,5
22568,4
22569,4
22570,5
22571,1
22573,3
22575,3
22577,1
22578,3
22579,4
22580,3
22581,3
22583,1
22584,3
22585,3
22586,5
22587,2
22588,3
22589,3
22590,4
22591,3
22592,5
22593,4
22594,1
22595,4
22596,3
22597,3
22601,1
22602,3
22603,4
22604,6
22605,3
22606,6
22607,1
22608,5
22609,3
22610,3
22611,3
22612,3
22613,4
22614,4
22615,6
22616,1
22617,3
22618,4
22619,5
22620,2
22621,5
22622,3
22624,1
22625,4
22626,6
22627,4
22628,5
22630,1
22632,5
22633,1
22635,5
22636,3
22637,3
22638,5
22639,3
22640,1
22641,5
22642,4
22643,3
22644,1
22645,1
22647,6
22649,4
22650,6
22651,3
22652,5
22653,3
22654,4
22655,4
22656,3
22657,4
22658,3
22659,3
22660,4
22661,3
22662,6
22663,3
22664,3
22665,6
22666,6
22667,1
22668,3
22669,3
22670,4
22671,6
22672,6
22673,3
22674,5
22675,1
22676,1
22677,6
22678,2
22679,5
22680,4
22681,6
22682,5
22683,3
22685,3
22686,3
22687,5
22688,3
22689,4
22690,3
22691,1
22692,2
22693,3
22694,3
22695,6
22696,3
22697,3
22698,5
22699,2
22700,3
22701,3
22702,3
22703,6
22704,4
22705,3
22708,3
22710,6
22711,4
22712,3
22713,1
22714,1
22715,1
22716,5
22717,3
22718,6
22719,6
22720,6
22721,3
22722,6
22723,5
22725,4
22727,3
22728,3
22729,3
22730,6
22731,3
22732,4
22733,3
22734,3
22735,1
22736,3
22737,3
22738,6
22739,3
22740,3
22741,2
22743,4
22744,3
22745,4
22746,3
22747,6
22748,4
22749,1
22750,3
22751,4
22753,1
22754,3
22755,6
22756,6
22757,1
22758,2
22759,3
22760,3
22762,3
22764,1
22766,3
22767,3
22768,1
22770,5
22771,3
22772,3
22774,3
22775,3
22777,2
22778,6
22779,6
22780,6
22781,3
22782,1
22783,4
22785,3
22786,3
22787,5
22788,4
22790,5
22791,6
22792,3
22793,6
22795,4
22796,1
22797,6
22798,6
22800,4
22801,1
22802,3
22803,6
22804,4
22805,4
22806,1
22807,1
22808,3
22809,3
22810,6
22811,6
22812,2
22813,1
22814,3
22815,3
22817,4
22818,3
22819,6
22820,3
22822,3
22824,4
22825,5
22826,4
22827,3
22828,3
22829,4
22830,3
22831,1
22832,3
22833,3
22834,3
22835,3
22836,6
22837,3
22838,3
22839,5
22840,1
22841,6
22842,6
22843,3
22844,3
22845,3
22846,4
22848,1
22850,5
22851,3
22852,3
22853,2
22854,4
22855,3
22856,5
22857,5
22859,1
22861,1
22862,3
22863,4
22864,4
22865,2
22867,3
22868,5
